"id";"text";"screen_name";"created_at";"geo";"in_reply_to_screen_name";"source"
"198376215260840000";"RT _@username Lift off for Championship 2012 looms large in the Big Apple. Nua Eabhrach v Sligeach Sun 3 NY time  _@username #gaa h ...";"Germc24";"2012-05-04 14:38:41";"";"";"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
"198376221325800000";"Buzzblog: EXCLUSIVE: Watch Steve Jobs play FDR in Apple's long-lost takeoff on famous '1984' Macinto _@URL";"megyer";"2012-05-04 14:38:43";"";"";"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"
"198376224228260000";"Apple wine cider: _@URL via _@username";"jasikamikayani";"2012-05-04 14:38:43";"";"";"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>"
"198376226002440000";"RT _@username Lol Apple would never hire an orchestra to play at their keynote #UNPACKED #SamsungFTW";"Mobile_Dom";"2012-05-04 14:38:44";"";"";"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>"
"198376235871640000";"Bite me apple sign";"JemzStarr";"2012-05-04 14:38:46";"";"";"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"
"198376239159980000";"RT _@username Apple used to sell a featureless iPhone app for $999.99!";"znGRENADE";"2012-05-04 14:38:47";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376239478740000";"iMovie+Garageband+Keynote — Stretching the limits of Apple tools everyday.";"nzj";"2012-05-04 14:38:47";"";"";"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>"
"198376241408110000";"Is it too early to judge the new Samsung Galaxy S3? What do you think of it? Is it an Apple rival? _@URL";"BWP_Group";"2012-05-04 14:38:48";"";"";"web"
"198376245199770000";"_@username Thought u mite like #ebook #Free #iBooks WHITE TIGRESS byJade Lee #Romance #Historical #Erotic #Orient _@URL";"eBookDiscovery";"2012-05-04 14:38:48";"";"END_BULLYCIDE";"web"
"198376245854080000";"#tech #apps #iphone Apple finally acknowledges OpenStreetMap data use in iPhoto for iOS _@URL";"iphoneappspro";"2012-05-04 14:38:49";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376247049450000";"GameSphere launches Kick the Chick for iPhone on the Apple App Store (MacMegasite - News for Mac Geeks): Dutch m... _@URL";"macexplosion";"2012-05-04 14:38:49";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376249331160000";"Apple juice vs cider: _@URL via _@username";"jasikamikayani";"2012-05-04 14:38:49";"";"";"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>"
"198376250119700000";"Throwing bits of apple at Mum while she's on the phone lol";"Hanzbeds_92";"2012-05-04 14:38:50";"";"";"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>"
"198376250606220000";"I need your opinion now guys";"DamnGirlsFact";"2012-05-04 14:38:50";"";"";"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"
"198376251998740000";"Abstract Decorative Skin Decal Sticker for Apple iPod Nano 5G (5th Gen) MP3 Player: Personalize your Apple iPod ... _@URL";"Faustinawet";"2012-05-04 14:38:50";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376252137160000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Sirena06731";"2012-05-04 14:38:50";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376252741140000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Billinoi";"2012-05-04 14:38:50";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376252283940000";"RT _@username Can ""winner takes all"" thesis go too far? Will Apple, Facebook, Google, Twitter, Amazon dominate forever? Live by the  ...";"manualofideas";"2012-05-04 14:38:50";"";"";"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>"
"198376253550640000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Caren59456";"2012-05-04 14:38:50";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376253559020000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Opalfun";"2012-05-04 14:38:50";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376254628570000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Scarlett56868";"2012-05-04 14:38:51";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376254792160000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Claire10181";"2012-05-04 14:38:51";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376254892810000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Ricardanui";"2012-05-04 14:38:51";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376255823950000";"Le Siri-like de Samsung n'est pas prêt de concurrencer le Siri d'Apple _@URL";"uploadeursky";"2012-05-04 14:38:51";"";"";"<a href=""http://www.news-republic.com"" rel=""nofollow"">News Republic</a>"
"198376256708950000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Debbi_sep";"2012-05-04 14:38:51";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376257078030000";"_@URL";"1031Kenshiro";"2012-05-04 14:38:51";"";"";"<a href=""http://itunes.apple.com/us/app/hunt-the-monsters!-2/id501289786?mt=8&uo=4"" rel=""nofollow"">HUNT THE MONSTERS! 2 on iOS</a>"
"198376257786880000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Thomasmoc";"2012-05-04 14:38:51";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376258286000000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Tova55597";"2012-05-04 14:38:52";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376258478940000";"Stereo Headset /w Microphone for Apple iPhone 3G (White) - by Oriongadgets  _@URL";"IsabelLaddGl";"2012-05-04 14:38:52";"";"";"web"
"198376258797700000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Suk55611";"2012-05-04 14:38:52";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376259460400000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Margeret04271";"2012-05-04 14:38:52";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376260102140000";"沖縄県は群馬県になりました。（2回目） #gunmaapps _@URL";"takemido";"2012-05-04 14:38:52";"";"";"<a href=""http://www.ruckygames.com/"" rel=""nofollow"">RucKyGAMES</a>"
"198376260555110000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Baileymud";"2012-05-04 14:38:52";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376261477860000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Jocelyncut";"2012-05-04 14:38:52";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376262564200000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Catherin_mud";"2012-05-04 14:38:53";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376263482740000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Vicky89867";"2012-05-04 14:38:53";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376264011230000";"The second series is now available on your iPhone!FREE lazy-game ""HUNT THE MONSTERS!2"". _@URL #mon";"7129147";"2012-05-04 14:38:53";"";"";"<a href=""http://itunes.apple.com/us/app/hunt-the-monsters!-2/id501289786?mt=8&uo=4"" rel=""nofollow"">HUNT THE MONSTERS! 2 on iOS</a>"
"198376264158030000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Charlottsoi";"2012-05-04 14:38:53";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376264350960000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Creolaty1";"2012-05-04 14:38:53";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376263214320000";"Sakura Sunriseをプレー！ Score:1400 AR:95.8 #rb_plus _@URL _@URL";"Leo_Ching";"2012-05-04 14:38:53";"";"";"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>"
"198376265294680000";"Gotta love #apple";"WafiHjOsman";"2012-05-04 14:38:53";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376265961580000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Cristy94487";"2012-05-04 14:38:53";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376265928020000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Charity96845";"2012-05-04 14:38:53";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376267110820000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Arethaaug";"2012-05-04 14:38:54";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376268360710000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Aura57348";"2012-05-04 14:38:54";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376269761620000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Queenjar";"2012-05-04 14:38:54";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376268847260000";"RT _@username With 8.8% market share, Apple has 73% of cell phone profits - _@URL";"dr3wgarner";"2012-05-04 14:38:54";"";"";"web"
"198376270088770000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Codi80490";"2012-05-04 14:38:54";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376270625640000";"RT _@username Oh, you're having a bad day? In 1976, Ronald Wayne sold his 10% stake in Apple for $800. Now it's worth $58,065,210,000.";"RensThaRipper";"2012-05-04 14:38:55";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376271917490000";"_@username dh kenyang mcd. Malam nie jum big apple jum syaza oi! Kasi tambah berat badan sikit mohh keke";"AnsNf23";"2012-05-04 14:38:55";"";"syazafilsha";"<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume for Android</a>"
"198376272622130000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Lanitoi";"2012-05-04 14:38:55";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376273561660000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Freda_bom";"2012-05-04 14:38:55";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376273679100000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Lulanoi";"2012-05-04 14:38:55";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376273905600000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Katricenui";"2012-05-04 14:38:55";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376273968500000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Lianesoi";"2012-05-04 14:38:55";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376274069170000";"_@URL";"BigtMobile";"2012-05-04 14:38:55";"";"";"web"
"198376274140480000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Lennacoi";"2012-05-04 14:38:55";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376274689930000";"Battery For Apple A1079 A1022 M8984 M9324 M9572 Laptop Battery Powerbook G4 12-inch M8760 M9007 M9008 M9690 M969... _@URL";"Aracelysrs";"2012-05-04 14:38:55";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376274664760000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Huldastar";"2012-05-04 14:38:55";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376274635410000";"_@username _@username it's debatable he would do it for me        anyday his the core to my apple";"tommywaite18";"2012-05-04 14:38:56";"";"LilyEvans95";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376276996800000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Quinn4767";"2012-05-04 14:38:56";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376277365900000";"Apple juice vs apple cider: _@URL via _@username";"jasikamikayani";"2012-05-04 14:38:56";"";"";"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>"
"198376277672080000";"_@username could you mention the Apple Blossom Festival in Winchester, Va. This weekend?  You look fab! Thanks.";"Ssj102";"2012-05-04 14:38:56";"";"OhMyGOFF";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376278515130000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Marilynn77893";"2012-05-04 14:38:56";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376278540300000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Rosalva94746";"2012-05-04 14:38:56";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376278657740000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Georgetta_som";"2012-05-04 14:38:56";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376278687090000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Hwastar";"2012-05-04 14:38:56";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376280150910000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Janis02767";"2012-05-04 14:38:57";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376279815370000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Necole26165";"2012-05-04 14:38:57";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376279983130000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Lynda02646";"2012-05-04 14:38:57";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376280666800000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Sudie30794";"2012-05-04 14:38:57";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376281283370000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Masakobuk";"2012-05-04 14:38:57";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376281405000000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Lonnacoi";"2012-05-04 14:38:57";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376283439240000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Verline93115";"2012-05-04 14:38:58";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376283804160000";"Apple confirms OpenStreetMaps usage in iPhoto (Slash Gear): Share With Friends:  |  | Technology - IT News, News... _@URL";"godaddyisgreat";"2012-05-04 14:38:58";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376284655600000";"Op mijn ipod doet wifi het wel en op mijn laptop niet # fuck-toshiba &amp; love-apple # tijd voor macbook alleen eenn beetje duur :S";"MpcMark";"2012-05-04 14:38:58";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376286836630000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Katie_zez";"2012-05-04 14:38:58";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376287952320000";"Le Siri-like de Samsung n'est pas prêt de concurrencer le Siri d'Apple: Pur Échec !!!! _@URL";"iJon971";"2012-05-04 14:38:59";"";"";"<a href=""http://itunes.apple.com/us/app/iaddict-v2/id473749663?mt=8&uo=4"" rel=""nofollow"">iAddict v2 on iOS</a>"
"198376288086520000";"Apple iPod touch 4th Generation 8GB Wi-Fi Digital Music/Video Player w/3.5"" LCD Touchscreen &amp; Dual Cameras (Blac... _@URL";"Aikoxpy";"2012-05-04 14:38:59";"";"";"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>"
"198376289260930000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Christinia64578";"2012-05-04 14:38:59";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376289843940000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Mayepie";"2012-05-04 14:38:59";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376290896710000";"RT _@username Fishing Joy
لعبة رائعه صيد الاسماك

مجانا

للايباد
http://t.co/D7pp3QEN

للايفون
http://t.co/42cctqMM


#dralwaleed 
#iP ...";"The1MFi";"2012-05-04 14:39:00";"";"";"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
"198376292381500000";"#followfriday #RT Samsung Galaxy S3 sets up 'two horse race' with Apple _@URL";"Evangelineaug";"2012-05-04 14:39:00";"";"";"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>"
"198376293853700000";"_@username tahu. booooo. yo order hok china kot hakim. china key tubek awal model apple.";"aNipkuN";"2012-05-04 14:39:00";"";"HahakimHoratio";"<a href=""http://mobile.twitter.com"" rel=""nofollow"">Mobile Web</a>"
